index	token	frequency
14880	sleaziness	1
14881	sleekness	1
14882	sleep-inducing	1
14883	sleep-inducingly	1
14884	sleepwalk	1
14885	sleight-of-hand	1
14886	slew	1
14887	slickest	1
14888	slickly	1
14889	slickness	1
14890	slides	1
14891	slights	1
14892	slimed	1
14893	sling	1
14894	slipperiness	1
14895	slips	1
14896	slivers	1
14897	slob	1
14898	slobbering	1
14899	slogans	1
14900	slop	1
14901	slope	1
14902	slopped	1
14903	sloppiness	1
14904	slot	1
14905	sloughs	1
14906	slow-motion	1
14907	slow-paced	1
14908	slowed	1
14909	slowest	1
14910	slowness	1
14911	slugfest	1
14912	slummer	1
14913	slumming	1
14914	slump	1
14915	slurs	1
14916	smackdown	1
14917	small-budget	1
14918	small-scale	1
14919	small-screen	1
14920	smallest	1
14921	smallness	1
14922	smarter-than-thou	1
14923	smarts	1
14924	smashing	1
14925	smashups	1
14926	smear	1
14927	smeared	1
14928	smeary	1
14929	smell	1
14930	smile-button	1
14931	smitten	1
14932	smoke	1
14933	smokers	1
14934	smokey	1
14935	smoky	1
14936	smoothed	1
14937	smorgasbord	1
14938	smuggling	1
14939	smutty	1
14940	snacks	1
14941	snagged	1
14942	snail	1
14943	snail-like	1
14944	snapping	1
14945	snapshot	1
14946	snared	1
14947	snazziness	1
14948	snazzy	1
14949	sneak	1
14950	sneering	1
14951	sneers	1
14952	sneeze	1
14953	snickers	1
14954	snide	1
14955	sniffle	1
14956	sniping	1
14957	snl	1
14958	snobbery	1
14959	snoots	1
14960	snoozer	1
14961	snow-and-stuntwork	1
14962	snowball	1
14963	snowman	1
14964	snuck	1
14965	so-bad-they	1
14966	so-five-minutes-ago	1
14967	soaked	1
14968	soapy	1
14969	sob-story	1
14970	sober-minded	1
14971	soberly	1
14972	social\/economic\/urban	1
14973	socially	1
14974	societal	1
14975	societies	1
14976	socio-political	1
14977	sociopath	1
14978	sociopaths	1
14979	sociopathy	1
14980	sodden	1
14981	sofia	1
14982	soft-core	1
14983	soft-porn	1
14984	softens	1
14985	softheaded	1
14986	softly	1
14987	soil	1
14988	soiree	1
14989	solace	1
14990	sole	1
14991	solemnly	1
14992	solidity	1
14993	solipsism	1
14994	solipsistic	1
14995	solo	1
14996	solomonic	1
14997	solution	1
14998	somebodies	1
14999	someday	1
15000	someplace	1
15001	something-borrowed	1
15002	sometime	1
15003	sommers	1
15004	somnambulant	1
15005	song-and-dance-man	1
15006	songbird	1
15007	sontag	1
15008	soon-to-be-forgettable	1
15009	sooner	1
15010	sooooo	1
15011	soothe	1
15012	soothing	1
15013	sophisticates	1
15014	soporific	1
15015	sorcerer	1
15016	sorriest	1
15017	sorrowful	1
15018	sorrowfully	1
15019	sorts	1
15020	sought	1
15021	soul-stirring	1
15022	soul-stripping	1
15023	soullessness	1
15024	soup	1
15025	soupy	1
15026	soured	1
15027	souvlaki	1
15028	space-based	1
15029	spaceship	1
15030	spacey	1
15031	spade	1
15032	spades	1
15033	spaghetti	1
15034	spalding	1
15035	spall	1
15036	spangle	1
15037	spaniel-eyed	1
15038	spanish	1
15039	spans	1
15040	sparked	1
15041	sparking	1
15042	sparring	1
15043	spat	1
15044	spawn	1
15045	spawned	1
15046	special-effects	1
15047	special-effects-laden	1
15048	special-interest	1
15049	specialized	1
15050	species	1
15051	specificity	1
15052	specifics	1
15053	speck	1
15054	spectacles	1
15055	spectators	1
15056	specter	1
15057	speeds	1
15058	speedy	1
15059	spelled	1
15060	spells	1
15061	spending	1
15062	spews	1
15063	spicy	1
15064	spiderman	1
15065	spied	1
15066	spielbergian	1
15067	spies	1
15068	spiffing	1
15069	spikes	1
15070	spill	1
15071	spin-off	1
15072	spindly	1
15073	spinoff	1
15074	spirals	1
15075	spirit-crushing	1
15076	spiritless	1
15077	spiritualism	1
15078	spiritually	1
15079	spiteful	1
15080	splashing	1
15081	splashy	1
15082	splatter	1
15083	splatterfests	1
15084	splendid-looking	1
15085	splendour	1
15086	spliced	1
15087	split	1
15088	split-screen	1
15089	spoil	1
15090	spoiler	1
15091	spoken	1
15092	spoofs	1
15093	spoofy	1
15094	spook-a-rama	1
15095	spookily	1
15096	spooks	1
15097	sporadically	1
15098	sporting	1
15099	sports-movie	1
15100	sportsmanship	1
15101	sportsmen	1
15102	spot-on	1
15103	spotlights	1
15104	spotty	1
15105	spout	1
15106	spouting	1
15107	sprawl	1
15108	sprawling	1
15109	spreading	1
15110	spree	1
15111	spring-break	1
15112	springboard	1
15113	springer	1
15114	springing	1
15115	springs	1
15116	sprouts	1
15117	spry	1
15118	sputters	1
15119	spy-action	1
15120	spy-savvy	1
15121	spy-thriller	1
15122	spy-vs	1
15123	squabbling	1
15124	squaddie	1
15125	squashed	1
15126	squeezed	1
15127	squint	1
15128	squirm	1
15129	squirm-inducing	1
15130	squirming	1
15131	squirts	1
15132	stab	1
15133	stabbing	1
15134	stability	1
15135	stable-full	1
15136	stabs	1
15137	stacks	1
15138	stacy	1
15139	stadium-seat	1
15140	stagecrafts	1
15141	staggered	1
15142	staggering	1
15143	stagings	1
15144	stagnation	1
15145	staid	1
15146	stains	1
15147	stainton	1
15148	staircase	1
15149	stakes	1
15150	stalked	1
15151	stalker	1
15152	stalking	1
15153	stallion	1
15154	stalls	1
15155	stammering	1
15156	stammers	1
15157	stand-off	1
15158	stand-up-comedy	1
15159	standard-issue	1
15160	standardized	1
15161	standbys	1
15162	standoffish	1
15163	standout	1
15164	stanford	1
15165	stanzas	1
15166	star-making	1
15167	star-power	1
15168	star-studded	1
15169	star\/producer	1
15170	starry	1
15171	starship	1
15172	starter	1
15173	startle	1
15174	startled	1
15175	starving	1
15176	statecraft	1
15177	statement	1
15178	statements	1
15179	stature	1
15180	stave	1
15181	stayed	1
15182	steadfast	1
15183	steadfastly	1
15184	steadily	1
15185	steam	1
15186	steamboat	1
15187	steinberg	1
15188	steinis	1
15189	stellar	1
15190	stench	1
15191	step-printing	1
15192	stepdad	1
15193	stepmom	1
15194	stepmother	1
15195	steps	1
15196	stereo	1
15197	stereotyped	1
15198	sterile	1
15199	stern	1
15200	sterotypes	1
15201	stevenon	1
15202	stickiness	1
15203	stifled	1
15204	stifles	1
15205	stiflingly	1
15206	stiletto-stomps	1
15207	still-inestimable	1
15208	still-raw	1
15209	stiller	1
15210	stills	1
15211	stimulate	1
15212	stimulus	1
15213	stinging	1
15214	stink	1
15215	stocked	1
15216	stockings	1
15217	stockwell	1
15218	stodgy	1
15219	stomach-churning	1
15220	stomach-knotting	1
15221	stomp	1
15222	stomps	1
15223	stonehenge	1
15224	stoner	1
15225	stones	1
15226	stoop	1
15227	stop-and-start	1
15228	stormy	1
15229	stortelling	1
15230	storytellers	1
15231	straddle	1
15232	straddles	1
15233	straight-faced	1
15234	straight-shooting	1
15235	straight-to-video	1
15236	straight-up	1
15237	stranded	1
15238	strangest	1
15239	strangling	1
15240	strategic	1
15241	strategically	1
15242	strategies	1
15243	strategy	1
15244	stray	1
15245	strays	1
15246	streaks	1
15247	streamed	1
15248	street-smart	1
15249	streetwise	1
15250	strenuous	1
15251	stress	1
15252	stress-reducing	1
15253	stricken	1
15254	strictness	1
15255	strident	1
15256	strikingly	1
15257	stringently	1
15258	strip-mined	1
15259	stripe	1
15260	stripped-down	1
15261	strips	1
15262	striving	1
15263	stroked	1
15264	strolls	1
15265	strong-minded	1
15266	strongman	1
15267	structures	1
15268	structuring	1
15269	strut	1
15270	struts	1
15271	strutting	1
15272	stubborn	1
15273	stubbornly	1
15274	stud	1
15275	studied	1
15276	studies	1
15277	studio-produced	1
15278	studiously	1
15279	stuffiest	1
15280	stuffing	1
15281	stuffs	1
15282	stultifyingly	1
15283	stumblebum	1
15284	stunt-hungry	1
15285	stupefying	1
15286	stupidities	1
15287	stuporously	1
15288	sturdiest	1
15289	sturdiness	1
15290	sturges	1
15291	style-free	1
15292	styled	1
15293	stylishly	1
15294	stylist	1
15295	stylists	1
15296	stymied	1
15297	styx	1
15298	suavity	1
15299	sub-formulaic	1
15300	sub-music	1
15301	sub-par	1
15302	sub-sophomoric	1
15303	sub-tarantino	1
15304	subconscious	1
15305	subcontinent	1
15306	subcultures	1
15307	subdues	1
15308	subjected	1
15309	subjective	1
15310	subjugate	1
15311	subliminally	1
15312	submerged	1
15313	submerging	1
15314	subordinate	1
15315	subscriber	1
15316	subscription	1
15317	subsequent	1
15318	subsided	1
15319	substances	1
15320	substandard	1
15321	substantive	1
15322	substitutable	1
15323	substituting	1
15324	subtexts	1
15325	subzero	1
15326	succession	1
15327	sucker-punch	1
15328	suckers	1
15329	sucking	1
15330	suey	1
15331	sufficiently	1
15332	suffocate	1
15333	suffocation	1
15334	sugar-coated	1
15335	sugarcoated	1
15336	suge	1
15337	suicidal	1
15338	suicide	1
15339	suitcase	1
15340	sulking	1
15341	sulky	1
15342	sullivan	1
15343	sultry	1
15344	summary	1
15345	summer-camp	1
15346	summery	1
15347	summons	1
15348	sun-drenched	1
15349	sun-splashed	1
15350	sunbaked	1
15351	sunk	1
15352	sunny	1
15353	sunset	1
15354	super-dooper-adorability	1
15355	super-powers	1
15356	super-serious	1
15357	super-simple	1
15358	super-stupid	1
15359	super-wealthy	1
15360	superficiale	1
15361	superheroics	1
15362	superhuman	1
15363	superlative	1
15364	supermarket	1
15365	supple	1
15366	supplied	1
15367	supplies	1
15368	suppose	1
15369	suppression	1
15370	supremes	1
15371	sure-fire	1
15372	surehanded	1
15373	surest	1
15374	surface-effect	1
15375	surface-obsession	1
15376	surfaces	1
15377	surfacey	1
15378	surfer	1
15379	surge	1
15380	surgeon	1
15381	surplus	1
15382	surrealist	1
15383	surrealistic	1
15384	surrendering	1
15385	surrounds	1
15386	surveillance	1
15387	surveyed	1
15388	survivable	1
15389	survives	1
15390	susceptible	1
15391	suspecting	1
15392	suspending	1
15393	suspenser	1
15394	suspension	1
15395	suspiciously	1
15396	sustenance	1
15397	swagger	1
15398	swaggers	1
15399	swan	1
15400	swanson	1
15401	swashbucklers	1
15402	swathe	1
15403	swaying	1
15404	sweating	1
15405	sweaty	1
15406	sweaty-palmed	1
15407	sweep	1
15408	sweet-tempered	1
15409	swift	1
15410	swingers	1
15411	swipe	1
15412	swipes	1
15413	swirl	1
15414	swirling	1
15415	switchblade	1
15416	swoony	1
15417	sword-and-sorcery	1
15418	swordfights	1
15419	swords	1
15420	swung	1
15421	sychowski	1
15422	sydney	1
15423	sydow	1
15424	sylvie	1
15425	symbiotic	1
15426	symbolically	1
15427	sympathize	1
15428	sympathizing	1
15429	symptom	1
15430	synagogue	1
15431	synergistic	1
15432	syrup	1
15433	systematically	1
15434	sytle	1
15435	szpilman	1
15436	t-shirt	1
15437	t-tell	1
15438	t.	1
15439	tables	1
15440	tabloid	1
15441	tabloids	1
15442	tacked	1
15443	tackled	1
15444	tacks	1
15445	tact	1
15446	tactfully	1
15447	tactic	1
15448	tactics	1
15449	tad	1
15450	tail	1
15451	tailor-made	1
15452	tainted	1
15453	talancón	1
15454	talk-heavy	1
15455	talked	1
15456	talkers	1
15457	talkiness	1
15458	talking-animal	1
15459	tamer	1
15460	tangents	1
15461	tango	1
15462	tank	1
15463	tanovic	1
15464	tantamount	1
15465	tap-dancing	1
15466	tape	1
15467	tar	1
15468	tara	1
15469	tardier	1
15470	targets	1
15471	tartakovsky	1
15472	tartly	1
15473	tarzan	1
15474	tashlin	1
15475	tattoos	1
15476	taught	1
15477	taunt	1
15478	tautou	1
15479	taxicab	1
15480	tay	1
15481	tchaikovsky	1
15482	teaming	1
15483	teams	1
15484	tear-drenched	1
15485	tear-jerking	1
15486	tear-stained	1
15487	tearful	1
15488	tease	1
15489	teasing	1
15490	tech-geeks	1
15491	techniques	1
15492	techno-sex	1
15493	techno-tripe	1
15494	technologies	1
15495	teddy	1
15496	tedium	1
15497	teen-driven	1
15498	teen-exploitation	1
15499	teen-gang	1
15500	teen-oriented	1
15501	teen-pop	1
15502	teen-sleaze	1
15503	teen-speak	1
15504	teen-targeted	1
15505	teenaged	1
15506	teenager	1
15507	teendom	1
15508	teeny-bopper	1
15509	teenybopper	1
15510	teetering	1
15511	teeth-clenching	1
15512	teeth-gnashing	1
15513	telanovela	1
15514	telegrams	1
15515	telegraphs	1
15516	telenovela	1
15517	telephone	1
15518	teleprompter	1
15519	telescope	1
15520	televised	1
15521	temper	1
15522	temperamental	1
15523	tempered	1
15524	template	1
15525	temporal	1
15526	temptations	1
15527	tempted	1
15528	temptingly	1
15529	ten-year-old	1
15530	tendentious	1
15531	tenderly	1
15532	tenet	1
15533	tennessee	1
15534	tens	1
15535	tentative	1
15536	tenth	1
15537	tequila	1
15538	terminal	1
15539	terri	1
15540	terrier	1
15541	terrified	1
15542	terrorizing	1
15543	terrors	1
15544	tested	1
15545	testimonial	1
15546	testing	1
15547	testosterone	1
15548	testosterone-charged	1
15549	texan	1
15550	tezuka	1
15551	than-likely	1
15552	thandie	1
15553	thankless	1
15554	thatcher	1
15555	the-cash	1
15556	the-loose	1
15557	the-night	1
15558	the-week	1
15559	theatrically	1
15560	theological	1
15561	theology	1
15562	theorist	1
15563	theorizing	1
15564	therapeutic	1
15565	therapy-dependent	1
15566	thereafter	1
15567	theron	1
15568	thesps	1
15569	thewlis	1
15570	thi	1
15571	thievery	1
15572	thinkers	1
15573	thinks-it-is	1
15574	thinly-conceived	1
15575	third-person	1
15576	third-rate	1
15577	thirteen-year-old	1
15578	thirty-three	1
15579	thornberry	1
15580	thornier	1
15581	thoroughfare	1
15582	thou	1
15583	thoughtless	1
15584	thoughtlessly	1
15585	thoughts	1
15586	thousand-times	1
15587	threads	1
15588	threatened	1
15589	three-minute	1
15590	three-ring	1
15591	three-to-one	1
15592	threefold	1
15593	thrill-kill	1
15594	thrilled	1
15595	thriller\/horror	1
15596	thrillingly	1
15597	throat	1
15598	throat-singing	1
15599	throbbing	1
15600	throes	1
15601	thrown-together	1
15602	thud	1
15603	thuds	1
15604	thulani	1
15605	thumbing	1
15606	thump	1
15607	thumpingly	1
15608	thunderous	1
15609	thunderstorms	1
15610	thurman	1
15611	thus	1
15612	tick-tock	1
15613	ticket-buyers	1
15614	tickled	1
15615	tickles	1
15616	ticks	1
15617	tics	1
15618	tidal	1
15619	tides	1
15620	tidings	1
15621	tie	1
15622	tie-in	1
15623	tied	1
15624	tier	1
15625	tiger	1
15626	tightened	1
15627	tighter	1
15628	tightly	1
15629	till	1
15630	time-consuming	1
15631	time-it-is	1
15632	time-killer	1
15633	time-switching	1
15634	timelessness	1
15635	timeout	1
15636	tinge	1
15637	tinged	1
15638	tinny	1
15639	tinsel	1
15640	tipped	1
15641	tirade	1
15642	tireless	1
15643	tiring	1
15644	tit-for-tat	1
15645	titans	1
15646	titillating	1
15647	title-bout	1
15648	tits	1
15649	tnt	1
15650	to-do	1
15651	toast	1
15652	tobey	1
15653	toddler	1
15654	togetherness	1
15655	toilet-humor	1
15656	tolerable	1
15657	tolerable-to-adults	1
15658	tolstoy	1
15659	tomatoes	1
15660	tomcats	1
15661	tome	1
15662	tomfoolery	1
15663	tommy	1
15664	ton	1
15665	tonally	1
15666	tongue-tied	1
15667	tongues	1
15668	tonight	1
15669	tonto	1
15670	too-conscientious	1
15671	too-extreme-for-tv	1
15672	too-frosty	1
15673	too-hot-for-tv	1
15674	too-long	1
15675	too-spectacular	1
15676	toolbags	1
15677	tooled	1
15678	tools	1
15679	top-heavy	1
15680	topnotch	1
15681	topping	1
15682	topple	1
15683	tori	1
15684	tormentor	1
15685	torments	1
15686	tornatore	1
15687	torpedo	1
15688	torrent	1
15689	tortuous	1
15690	torturing	1
15691	toss-up	1
15692	tots	1
15693	touchingly	1
15694	touchstone	1
15695	touché	1
15696	tough-man	1
15697	toughest	1
15698	tourism	1
15699	tourists	1
15700	touts	1
15701	tov	1
15702	towering	1
15703	towers	1
15704	toxic	1
15705	toy	1
15706	toys	1
15707	traced	1
15708	track	1
15709	tracking	1
15710	tracks	1
15711	tracts	1
15712	trading	1
15713	tradition-bound	1
15714	trail	1
15715	trailer-trash	1
15716	trained	1
15717	training	1
15718	trains	1
15719	trainspotting	1
15720	traits	1
15721	trajectory	1
15722	trance-noir	1
15723	tranquil	1
15724	transcendence	1
15725	transcript	1
15726	transfigures	1
15727	transfixes	1
15728	transform	1
15729	transgression	1
15730	transit	1
15731	transitions	1
15732	translating	1
15733	transmogrification	1
15734	transparency	1
15735	transparently	1
15736	transplant	1
15737	transported	1
15738	transpose	1
15739	transvestite	1
15740	traps	1
15741	trash-cinema	1
15742	travail	1
15743	travel-agency	1
15744	traveled	1
15745	travelogue	1
15746	traverse	1
15747	travis	1
15748	treachery	1
15749	treacle	1
15750	treacly	1
15751	treasured	1
15752	treating	1
15753	treatise	1
15754	tree	1
15755	tremble	1
15756	tremendously	1
15757	trend	1
15758	tres	1
15759	trey	1
15760	triangles	1
15761	trickery	1
15762	trickster	1
15763	tried-and-true	1
15764	trier	1
15765	tries-so-hard-to-be-cool	1
15766	trifecta	1
15767	trifling	1
15768	trim	1
15769	trimmed	1
15770	trims	1
15771	trinity	1
15772	trio	1
15773	triple-crosses	1
15774	triteness	1
15775	triviality	1
15776	trivialize	1
15777	trivializes	1
15778	trivializing	1
15779	troll	1
15780	trombone	1
15781	tron	1
15782	trope	1
15783	tropic	1
15784	trot	1
15785	troubadour	1
15786	trouble-in-the-ghetto	1
15787	troubled	1
15788	trounce	1
15789	troupe	1
15790	trove	1
15791	truck-loving	1
15792	truckzilla	1
15793	trudge	1
15794	true-blue	1
15795	true-crime	1
15796	true-to-life	1
15797	truest	1
15798	truffaut	1
15799	trump	1
15800	trumped-up	1
15801	trumpet	1
15802	trumps	1
15803	truncated	1
15804	truncheoning	1
15805	trusted	1
15806	trusting	1
15807	trusts	1
15808	truth-in-advertising	1
15809	truth-telling	1
15810	truths	1
15811	tryingly	1
15812	tso	1
15813	tub-thumpingly	1
15814	tuba-playing	1
15815	tube	1
15816	tufano	1
15817	tumbleweeds	1
15818	tummy	1
15819	tumultuous	1
15820	tundra	1
15821	tune	1
15822	tuning	1
15823	tunis	1
15824	tunnels	1
15825	tupac	1
15826	turks	1
15827	turntable	1
15828	turntablism	1
15829	turntablists	1
15830	turturro	1
15831	tutorial	1
15832	tux	1
15833	tv-cops	1
15834	tv-insider	1
15835	tv-movie	1
15836	tweener	1
15837	twelve	1
15838	twenty-first	1
15839	twenty-some	1
15840	twenty-three	1
15841	twentysomething	1
15842	twilight	1
15843	twinkie	1
15844	twinkle	1
15845	twinkling	1
15846	twinkly-eyed	1
15847	twirling	1
15848	twirls	1
15849	twister	1
15850	twisty	1
15851	twitchy	1
15852	two-bit	1
15853	two-day	1
15854	two-drink-minimum	1
15855	two-fifths	1
15856	two-hour-and-fifteen-minute	1
15857	two-way	1
15858	two-wrongs-make-a-right	1
15859	tyco	1
15860	typed	1
15861	typically	1
15862	typifies	1
15863	tyson	1
15864	u-boat	1
15865	u.	1
15866	u.n.	1
15867	ub	1
15868	ugh	1
15869	uglier	1
15870	ugly-duckling	1
15871	ugly-looking	1
15872	uhf	1
15873	uhhh	1
15874	uk	1
15875	ultra-cheesy	1
15876	ultra-loud	1
15877	ultra-provincial	1
15878	uma	1
15879	umpteenth	1
15880	un	1
15881	un-bear-able	1
15882	unacceptable	1
15883	unaccountable	1
15884	unadorned	1
15885	unadulterated	1
15886	unafraid	1
15887	unambitious	1
15888	unamusing	1
15889	unanswered	1
15890	unapologetic	1
15891	unapologetically	1
15892	unattractive	1
15893	unaware	1
15894	unbalanced	1
15895	unbelievably	1
15896	unblinkingly	1
15897	unbreakable	1
15898	unburdened	1
15899	uncertainties	1
15900	uncertainty	1
15901	unchanged	1
15902	uncharismatically	1
15903	unclean	1
15904	unclear	1
15905	uncles	1
15906	uncluttered	1
15907	uncommitted	1
15908	uncompelling	1
15909	unconcerned	1
15910	unconned	1
15911	uncool	1
15912	uncoordinated	1
15913	uncouth	1
15914	uncover	1
15915	uncovers	1
15916	uncreative	1
15917	uncut	1
15918	under-10	1
15919	under-7	1
15920	under-rehearsed	1
15921	underachiever	1
15922	underachieves	1
15923	underappreciated	1
15924	underconfident	1
15925	underdeveloped	1
15926	underdone	1
15927	underdramatized	1
15928	undergo	1
15929	undergoing	1
15930	undergrad	1
15931	undergraduate	1
15932	underground	1
15933	underlay	1
15934	underlies	1
15935	underlined	1
15936	underlines	1
15937	undermine	1
15938	undermined	1
15939	underplayed	1
15940	underplays	1
15941	underrated	1
15942	underrehearsed	1
15943	underscoring	1
15944	understandable	1
15945	understatement	1
15946	undertaken	1
15947	undertaking	1
15948	undertone	1
15949	undertones	1
15950	underutilized	1
15951	underventilated	1
15952	underwater	1
15953	underway	1
15954	underwear	1
15955	underwhelming	1
15956	underworld	1
15957	undeserved	1
15958	undeserving	1
15959	undeterminable	1
15960	undiminished	1
15961	undisciplined	1
15962	undo	1
15963	undogmatic	1
15964	undoing	1
15965	undramatic	1
